label,cluster_no
coffee,7
coffee,7
coffee,7
coffee,7
coffee,7
coffee,7
coffee,7
coffee,0
coffee,7
coffee,7
coffee,0
coffee,7
coffee,7
coffee,7
coffee,7
coffee,7
coffee,7
coffee,7
coffee,0
coffee,7
coffee,7
coffee,7
coffee,7
coffee,7
coffee,7
coffee,7
coffee,7
coffee,7
coffee,7
coffee,7
coffee,7
coffee,7
coffee,0
coffee,7
coffee,0
coffee,7
